Track name,Artist name,Album,Playlist name,Type,ISRC
"Sail Away Ladies","Uncle Dave Macon and His Fruit-Jar Drinkers","American Epic: The Best of Country","Country","Playlist","USSM11505812"
"Mountain Dew","Bascom Lamar Lunsford","Serenade The Mountains: Early Old Time Music On Record, CD B","Country","Playlist","GBAJD0680024"
"Don't It Make My Brown Eyes Blue","Crystal Gayle","We Must Believe In Magic","Country","Playlist","USCN17700057"
"Burning Bridges","Jack Scott","Lost Hits Of The 60's (All Original Artists & Versions)","Country","Playlist","USCN10700760"
"Coal Creek March","Pete Steele","Classic Mountain Songs from Smithsonian Folkways","Country","Playlist","USSF10209409"
"I've Been Everywhere - Remastered","Hank Snow","RCA Country Legends: Hank Snow","Country","Playlist","USRN10100059"
"This Kiss","Faith Hill","Faith","Country","Playlist","USWB19701735"
"Young Love","Sonny James","Capitol Collectors Series","Country","Playlist","USCA29000643"
"You Don't Know Me","Eddy Arnold","The Best Of Eddy Arnold","Country","Playlist","USRN10100287"
"500 Miles Away from Home","Bobby Bare","500 Miles Away From Home","Country","Playlist","USRN19600340"
"The Cold Hard Facts of Life","Porter Wagoner","The Essential Porter Wagoner","Country","Playlist","USRN16600004"
"The Shot-Gun Boogie","Tennessee Ernie Ford","Capitol Collectors Series","Country","Playlist","USCN15000009"
"Classico","Giant Sand","Is All Over the Map (25th Anniversary Edition)","Country","Playlist","GBCKK1119101"
"Vice","Miranda Lambert","The Weight of These Wings","Country","Playlist","US6XF1600029"
"Stuck On You","Lionel Richie","Can't Slow Down","Country","Playlist","USMO18390015"
"City Lights","Ray Price","Greatest Hits","Country","Playlist","USSM19913559"
"Courtesy Of The Red, White And Blue (The Angry American)","Toby Keith","Unleashed","Country","Playlist","USDW10200306"
"Southern Nights","Glen Campbell","Southern Nights","Country","Playlist","USCN17600069"
"Gone","Ferlin Husky","Capitol Collectors Series","Country","Playlist","USCN15600053"
"Cursed Sleep","Bonnie Prince Billy","The Letting Go","Country","Playlist","GBCEL0600307"
"Rose Colored Glasses","John Conlee","Rose Colored Glasses","Country","Playlist","USMC17849297"
"Night Life","Willie Nelson","The Early Years","Country","Playlist","USCN10701435"
"Honey, You Don't Know My Mind","Jimmy Martin","20 Greatest Hits","Country","Playlist","USACU0505664"
"Ebony Eyes - Single Version; 2006 Remaster","The Everly Brothers","Definitive Pop: The Everly Brothers","Country","Playlist","USWB10603390"
"A Six Pack To Go","Hank Thompson","A Six Pack To Go","Country","Playlist","USCN15900007"
"Please Read The Letter","Jimmy Page","Raising Sand","Country","Playlist","USR020707507"
"Sundown, Sundown","Nancy Sinatra","Nancy & Lee","Country","Playlist","USASE0510170"
"Devoted to You - Single Version; 2006 Remaster","The Everly Brothers","Definitive Pop: The Everly Brothers","Country","Playlist","USWB10603363"
"I See A Darkness","Johnny Cash","American III: Solitary Man","Country","Playlist","USSM10014903"
"Heartaches By the Number","Ray Price","Greatest Hits","Country","Playlist","USSM19913563"
"Here You Come Again","Dolly Parton","Here You Come Again","Country","Playlist","USRN19600172"
"Star Witness","Neko Case","Fox Confessor Brings The Flood","Country","Playlist","USEP40605102"
"A Pub With No Beer - 1979 Version; 1992 Remaster","Slim Dusty","Walk A Country Mile","Country","Playlist","AUEM09200212"
"Essence","Lucinda Williams","Essence","Country","Playlist","USMR10110069"
"Steel Guitar Rag","Bob Wills & His Texas Playboys","The Essential Bob Wills & His Texas Playboys","Country","Playlist","USSM10026252"
"We Must Have Been Out Of Our Minds","George Jones","10 Great Songs","Country","Playlist","USCN19100101"
"All Your Favorite Bands","Dawes","All Your Favorite Bands","Country","Playlist","QMJBM1500004"
"Sugar Baby","Dock Boggs","Homesick Blues: American Folk Songs","Country","Playlist","USESK1295556"
"Moonlight In Vermont","Willie Nelson","Stardust","Country","Playlist","USSM17700849"
"One Dyin' And A Buryin' - Single Version","Roger Miller","All Time Greatest Hits","Country","Playlist","USPR36507088"
"Only Daddy That'll Walk the Line","Waylon Jennings","The Essential Waylon Jennings","Country","Playlist","USRN19600050"
"Need You Now","Lady A","Need You Now (Remix)","Country","Playlist","USCN10900695"
"Mule Train","Frankie Laine","The Frankie Laine Collection: The Mercury Years","Country","Playlist","USIR20200666"
"Ridin’ My Thumb to Mexico","Johnny Rodriguez","20 Greatest Hits","Country","Playlist","USACU0506965"
"I Believe","Frankie Laine","The Essential Frankie Laine","Country","Playlist","USSM10024749"
"Swinging Doors","Merle Haggard & The Strangers","Swinging Doors","Country","Playlist","USCN18900032"
"Turn to Hate","Orville Peck","Pony","Country","Playlist","USSUB1929303"
"You Will Miss Me When I Burn","Palace Music","Days In The Wake","Country","Playlist","GBCEL0800460"
"My Heart Cries For You","Guy Mitchell","16 Most Requested Songs","Country","Playlist","USSM19918852"
"When You Say Nothing At All","Alison Krauss & Union Station","The Country Album","Country","Playlist","USRO29532512"
"Mule Skinner Blues (Blue Yodel No. 8)","Dolly Parton","The Essential Dolly Parton","Country","Playlist","USRN17000005"
"Mama He's Crazy","The Judds","I Will Stand By You - The Essential Collection","Country","Playlist","USM1C0200052"
"She's All I Got","Johnny Paycheck","The Essential Johnny Paycheck","Country","Playlist","USSM10113586"
"Jimmie Rodgers' Last Blue Yodel (The Woman Make a Fool Out of Me)","Jimmie Rodgers","The Essential Jimmie Rodgers","Country","Playlist","USRN11300360"
"Gradually Learning - Remastered Version 2009","The Rockingbirds","The Rockingbirds","Country","Playlist","GBBBN0900107"
"Miss the Mississippi and You","Jimmie Rodgers","The Essential Jimmie Rodgers","Country","Playlist","USRN10200098"
"Sixteen Tons","Merle Travis","The Merle Travis Guitar","Country","Playlist","GBBLY0900112"
"When Will I Be Loved","The Everly Brothers","The Definitive Everly Brothers: The Very Best Of The Complete Collection: All I Have To Do Is Dream","Country","Playlist","GB2CY0909438"
"I'm Thinking Tonight of My Blue Eyes","The Carter Family","The Essential Carter Family","Country","Playlist","USRN10400290"
"The Lonesome River","Ralph Stanley","The Very Best Of Ralph Stanley","Country","Playlist","USKO10502105"
"I Drink","Mary Gauthier","Drag Queens In Limousines","Country","Playlist","ushm20357041"
"If I Ever Was a Child","Wilco","Schmilco","Country","Playlist","USEP41606002"
"Any Man Of Mine","Shania Twain","The Woman In Me","Country","Playlist","USPR39402722"
"He Thinks He'll Keep Her","Mary Chapin Carpenter","Come On Come On","Country","Playlist","USSM19200390"
"Minas de Cobre - For Better Metal","Calexico","The Black Light","Country","Playlist","USA4C9805209"
"Love's Gonna Live Here","Buck Owens","All-Time Greatest Hits","Country","Playlist","DEC531049055"
"In Color","Jamey Johnson","That Lonesome Song","Country","Playlist","USUM70809133"
"Get Rhythm","Johnny Cash","100 Greatest Hits - The Very Best Of","Country","Playlist","DEZ651114187"
"Rocky Top","The Osborne Brothers","Bluegrass Then & Now","Country","Playlist","USEWC0773280"
"No Depression","Uncle Tupelo","No Depression","Country","Playlist","USSM10109045"
"Why Do You Let Me Stay Here?","She & Him","Volume One","Country","Playlist","GBCEL0800295"
"Ramblin' Rose","Nat King Cole","Ramblin Rose","Country","Playlist","USCA28700065"
"Faded Love - Single Version","Patsy Cline","Patsy Cline’s Greatest Hits","Country","Playlist","USMC16348704"
"Harvest","Neil Young","Harvest","Country","Playlist","USRE19900180"
"Till I Waltz Again With you","Teresa Brewer","The Hits Collection","Country","Playlist","GBVHF1104362"
"(Now And Then There's) a Fool Such as I","Hank Snow","The Original Sound Of Country 1953","Country","Playlist","GBVHF1105130"
"Lookin' for Love","Johnny Lee","Greatest Hits","Country","Playlist","USWB19903242"
"Butterflies","Kacey Musgraves","Golden Hour","Country","Playlist","USUM71800130"
"Blue Moon Revisited (Song For Elvis)","Cowboy Junkies","The Trinity Session","Country","Playlist","CAV160000903"
"Dang Me","Roger Miller","King of the Road","Country","Playlist","GBELT0803412"
"The Price of Love - Single Version; 2006 Remaster","The Everly Brothers","Definitive Pop: The Everly Brothers","Country","Playlist","USWB10603400"
"Wrecking Ball","Emmylou Harris","Wrecking Ball","Country","Playlist","USNO11400007"
"Feel Like Going Home","Charlie Rich","The Essential Charlie Rich","Country","Playlist","USSM10028349"
"One of These Days","Emmylou Harris","Elite Hotel (Expanded & Remastered)","Country","Playlist","USRE10301500"
"I Been to Georgia On a Fast Train","Billy Joe Shaver","The Essential Billy Joe Shaver","Country","Playlist","USSM11102267"
"I Scare Myself","Dan Hicks & His Hot Licks","Original Recordings","Country","Playlist","USSM16900985"
"Kathleen","Townes Van Zandt","Our Mother The Mountain","Country","Playlist","GBCEL0900042"
"May Your Kindness Remain","Courtney Marie Andrews","May Your Kindness Remain","Country","Playlist","USFP71765101"
"Whiskey Lullaby (feat. Alison Krauss)","Brad Paisley","Mud On The Tires","Country","Playlist","USAN20300010"
"Dead Skunk","Loudon Wainwright III","Album III","Country","Playlist","USSM19912588"
"Factory","Band of Horses","Infinite Arms","Country","Playlist","USQX91000271"
"Would You Lay with Me (In a Field of Stone)","Tanya Tucker","Tanya Tucker / Super Hits","Country","Playlist","USSM17300422"
"('Til) I Kissed You - Single Version; 2006 Remaster","The Everly Brothers","Definitive Pop: The Everly Brothers","Country","Playlist","USWB10603404"
"Black Soul Choir","16 Horsepower","Sackcloth -N- Ashes","Country","Playlist","USAM19500857"
"Hot Rod Race","Arkie Shibley and his Mountain Dew Boys","That'll Flat Git It, Vol. 26 Rockabilly From The Vault Of Four Star Records","Country","Playlist","DEC530705704"
"I Kissed a Girl","Jill Sobule","Jill Sobule","Country","Playlist","USAT29500281"
"Hasn't Hit Me Yet - 2012 Remaster","Blue Rodeo","Five Days in July","Country","Playlist","CAW111200052"
"Ida Red","Bob Wills & His Texas Playboys","The Essential Bob Wills And His Texas Playboys","Country","Playlist","USSM10600837"
"Sweet Amarillo","Old Crow Medicine Show","Remedy","Country","Playlist","USATO1400066"
"The Yellow Rose Of Texas","Gene Autry","The Essential Gene Autry","Country","Playlist","USSM10414351"
"Sunday Morning Coming Down - Live at Ryman Auditorium, Nashville, TN - July 1970","Johnny Cash","The Johnny Cash Show","Country","Playlist","USSM17000437"
"Youngstown","Bruce Springsteen","The Ghost Of Tom Joad","Country","Playlist","USSM19501787"
"Sur la route de Memphis","Eddy Mitchell","Eddy Mitchell CD Story","Country","Playlist","FR12F7680010"
"Amanda","Waylon Jennings","Greatest Hits","Country","Playlist","USRN19600055"
"Early Morning Rain","Gordon Lightfoot","Gord's Gold","Country","Playlist","USRE19900457"
"Only A Clown","Caitlin Rose","The Stand-In","Country","Playlist","USATO1300012"
"My Son Calls Another Man Daddy - MGM Single Version","Hank Williams","The Complete Hank Williams","Country","Playlist","USMR14987013"
"Steve Mcqueen","Lambchop","Aw C'Mon! No, You C'Mon!","Country","Playlist","DED620323003"
"Faded Love","Bob Wills & His Texas Playboys","Masterpieces Presents Bob Wills and His Texas Playboys: Hits & Rarities, Vol. 2 (54 Country Songs)","Country","Playlist","DEF161444648"
"Heartaches By The Number","Guy Mitchell","Heartaches By The Number","Country","Playlist","GBQRF0832786"
"Save It For A Rainy Day","The Jayhawks","Rainy Day Music","Country","Playlist","USDJ20201037"
"Summer's End","John Prine","The Tree of Forgiveness","Country","Playlist","USA2A1804604"
"If Drinkin' Don't Kill Me (Her Memory Will)","George Jones","I Am What I Am (Expanded Edition)","Country","Playlist","USSM19903138"
"Atomic Number","Neko Case","case/lang/veirs","Country","Playlist","USEP41607001"
"Ft. Worth Blues","Steve Earle","El Corazon","Country","Playlist","USWB19700947"
"Po' Boy","Bob Dylan","Love And Theft","Country","Playlist","USSM10108068"
"Too Many Birds","Bill Callahan","Sometimes I Wish We Were An Eagle","Country","Playlist","US58L0938505"
"Alcohol","Brad Paisley","Time Well Wasted","Country","Playlist","USAN20500052"
"For The Sake Of The Song","Townes Van Zandt","For The Sake Of The Song","Country","Playlist","GBCEL0900030"
"U.S. Male","Elvis Presley","Elvis 75 - Good Rockin' Tonight","Country","Playlist","USRC16806012"
"Big Bad John","Jimmy Dean","The Best Of Jimmy Dean","Country","Playlist","USSM16101330"
"Have You Forgotten","Red House Painters","Songs For A Blue Guitar","Country","Playlist","USIR29600243"
"My Church","Maren Morris","HERO (Deluxe Edition)","Country","Playlist","USG4X1500776"
"Bed Is For Sleeping","Matt Sweeney","Superwolf","Country","Playlist","GBCEL0400305"
"Surrender Under Protest","Drive-By Truckers","American Band","Country","Playlist","USATO1600212"
"Country Honk","The Rolling Stones","Let It Bleed","Country","Playlist","USA176910040"
"Winona","Matthew Sweet","Girlfriend","Country","Playlist","USVR10300467"
"The Beast In Me","Nick Lowe","The Impossible Bird","Country","Playlist","GBEEJ0801790"
"Hell on Heels","Pistol Annies","Hell On Heels","Country","Playlist","USG4X1100032"
"All Alone Am I","Brenda Lee","The Definitive Collection","Country","Playlist","USMC16249392"
"New Spanish Two Step","Bob Wills & His Texas Playboys","Masterpieces Presents Bob Wills and His Texas Playboys: Hits & Rarities, Vol. 2 (54 Country Songs)","Country","Playlist","DEF161444612"
"The Beast In Me","Johnny Cash","American Recordings","Country","Playlist","USSM19400826"
"Soaky in the Pooper","Lambchop","I Hope You're Sitting Down","Country","Playlist","DED629595303"
"Dreaming My Dreams with You","Waylon Jennings","Dreaming My Dreams","Country","Playlist","USRN10100175"
"Angel Flying Too Close to the Ground","Willie Nelson","The Essential Willie Nelson","Country","Playlist","USSM10201600"
"Killin' Time","Clint Black","Killin' Time","Country","Playlist","USRN19600223"
"Forever and Ever, Amen","Randy Travis","Top 10","Country","Playlist","USWB11002044"
"Ticks","Brad Paisley","5th Gear","Country","Playlist","USAN20700005"
"Shiver","Giant Sand","Chore of Enchantment (25th Anniversary Edition)","Country","Playlist","GBCKK1117909"
"Honky Tonk Blues - 1952 Single Version","Hank Williams","40 Greatest Hits","Country","Playlist","USPR39400687"
"Dime Store Cowgirl","Kacey Musgraves","Pageant Material","Country","Playlist","USUM71504461"
"Riding","Palace Brothers","There Is No-One What Will Take Care Of You","Country","Playlist","GBCEL0100123"
"Miles And Miles Of Texas - Remastered","Asleep At The Wheel","20 Greatest Hits (Remastered)","Country","Playlist","USCN10200302"
"Cry, Cry, Cry","Johnny Cash","100 Greatest Hits - The Very Best Of","Country","Playlist","DEZ651114189"
"Hey Porter","Johnny Cash","The Very Best of the Sun Years","Country","Playlist","GBAWA0513356"
"Haw","16 Horsepower","16 Horsepower","Country","Playlist","USAM19500904"
"Up Against the Wall Redneck Mother","Jerry Jeff Walker","Live From Dixie's Bar & Bus Stop","Country","Playlist","QMP451200003"
"Let It Be Me","The Everly Brothers","Will You Still Love Me Tomorrow (Cruisin' 1960)","Country","Playlist","DEBL61295268"
"Sing Me Back Home - 2003 Remaster","The Everly Brothers","Roots","Country","Playlist","USWB10105515"
"A Face In The Crowd","Tom Petty","Full Moon Fever","Country","Playlist","USMC18925679"
"(Ghost) Riders In The Sky","Marty Robbins","The Essential Marty Robbins 1951-1982","Country","Playlist","USSM16900835"
"Good Year For The Roses","Elvis Costello & The Attractions","Almost Blue","Country","Playlist","GBAFR8110007"
"Ballad Of A Teenage Queen","Johnny Cash","100 Greatest Hits - The Very Best Of","Country","Playlist","DEZ651114186"
"Blood Red And Goin' Down","Tanya Tucker","Tanya Tucker / Super Hits","Country","Playlist","USSM17300423"
"In My Hour of Darkness - 2002 Remaster","Gram Parsons","Grievous Angel","Country","Playlist","USRE10201415"
"An American Trilogy","Mickey Newbury","An American Trilogy","Country","Playlist","GBT3W1100008"
"Long Gone Lonesome Blues - Single Version","Hank Williams","40 Greatest Hits","Country","Playlist","USPR39400685"
"To Live Is To Fly","Townes Van Zandt","High, Low And In Between","Country","Playlist","USEM37200008"
"Lucky Now","Ryan Adams","Ashes & Fire","Country","Playlist","USCA21101758"
"Two","Ryan Adams","Easy Tiger","Country","Playlist","USUM70726129"
"Don't Come the Cowboy With Me, Sonny Jim! - 2005 Remastered Version","Kirsty MacColl","Kite","Country","Playlist","GBAAA0400539"
"Windfall","Son Volt","Trace","Country","Playlist","USWB19400069"
"Who Does Lisa Like","Rachel Sweet","Fool Around","Country","Playlist","GBAHW0500190"
"Down By The Water","The Decemberists","The King Is Dead","Country","Playlist","USCA21002832"
"Redneck Woman","Gretchen Wilson","Here For The Party","Country","Playlist","USSM10402009"
"KMAG YOYO","Hayes Carll","Lo Mejor De Toma Uno","Country","Playlist","USUM71026366"
"Famous In a Small Town","Miranda Lambert","Crazy Ex-Girlfriend","Country","Playlist","USSM10605620"
"Boxcars","Joe Ely","From Lubbock to Laredo","Country","Playlist","USMC17706970"
"Golden Hour","Kacey Musgraves","Golden Hour","Country","Playlist","USUM71800138"
"The Body Electric","Hurray For The Riff Raff","Small Town Heroes","Country","Playlist","USATO1300490"
"Get Right With God","Lucinda Williams","Essence","Country","Playlist","USMR10110078"
"What It Means","Drive-By Truckers","American Band","Country","Playlist","USATO1600218"
"A Little Bit Of Everything","Dawes","Nothing Is Wrong","Country","Playlist","GBJCP1100546"
"Elephant","Jason Isbell","Southeastern","Country","Playlist","QMHBS1397404"
"Guilty By Association","Vic Chesnutt","Is the Actor Happy?","Country","Playlist","US27Q0405611"
"Live Like You Were Dying","Tim McGraw","Live Like You Were Dying","Country","Playlist","USCRB0406175"
"When You Say Nothing at All","Keith Whitley","Greatest Hits","Country","Playlist","USRN19500349"
"Quarterback","Kira Isabella","Caffeine & Big Dreams","Country","Playlist","CA78V1402211"
"Malibu","Miley Cyrus","Younger Now","Country","Playlist","USRC11700814"
"Monday","Wilco","Being There","Country","Playlist","USRE19600161"
"Understand Your Man","Johnny Cash","The Legend","Country","Playlist","USSM16300419"
"Gone Tomorrow","Lambchop","Mr. M","Country","Playlist","DED621200720"
"Come Undone","Isobel Campbell","Hawk","Country","Playlist","GBUM71003569"
"My Old Friend","Sam Amidon","Bright Sunny South","Country","Playlist","USNO11300028"
"Workin' Woman Blues","Valerie June","Pushin' Against a Stone","Country","Playlist","GBGNS1201004"
"Rise Up With Fists!!","Jenny Lewis","Rabbit Fur Coat","Country","Playlist","US58B0500803"
"Leavin'","Shelby Lynne","I Am Shelby Lynne (Bonus Track Version)","Country","Playlist","USCZ41400002"
"Funnel Of Love","Wanda Jackson","Let's Have A Party (The Very Best Of Wanda Jackson)","Country","Playlist","US3M51108111"
"Me and Paul","Willie Nelson","Yesterday's Wine","Country","Playlist","USRN19600143"
"Truck Stop Gospel","Parker Millsap","Parker Millsap","Country","Playlist","QMBRA1300002"
"One","Johnny Cash","American III: Solitary Man","Country","Playlist","USSM10014901"
"Polly","Dillard & Clark","The Fantastic Expedition Of Dillard & Clark/Through The Morning Through The Night","Country","Playlist","USAM16900060"
"Way over Yonder in the Minor Key","Billy Bragg","Mermaid Avenue","Country","Playlist","USEE19800060"
"Personal Jesus","Johnny Cash","American IV: The Man Comes Around","Country","Playlist","USDJ20200647"
"Best Years of My Life","Pistol Annies","Interstate Gospel","Country","Playlist","USRN11800085"
"High Cost Of Living","Jamey Johnson","That Lonesome Song","Country","Playlist","USUM70820162"
"The Weekend","Dave Rawlings Machine","Nashville Obsolete","Country","Playlist","US2AR1551201"
"I Send My Love To You","Palace Music","Days In The Wake","Country","Playlist","GBCEL0800463"
"The Blade","Ashley Monroe","The Blade","Country","Playlist","USWB11505791"
"Tennessee","Silver Jews","Bright Flight","Country","Playlist","US58L0521508"
"Outtasite (Outta Mind)","Wilco","Being There","Country","Playlist","USRE19600162"
"It's Late","Ricky Nelson","100 Greatest 50s & 60s Hits","Country","Playlist","DEZ651102843"
"There's A Guy Works Down The Chip Shop Swears He's Elvis","Kirsty MacColl","Girls And Guitars","Country","Playlist","GBAKW0201345"
"San Quentin - Live at San Quentin State Prison, San Quentin, CA - February 1969","Johnny Cash","At San Quentin","Country","Playlist","USSM11202134"
"Queen of Hearts","Dave Edmunds","Repeat When Necessary","Country","Playlist","USAT20104590"
"Changed The Locks","Lucinda Williams","Lucinda Williams (Deluxe)","Country","Playlist","QMCNL1311406"